,UNITID,INSTNM,CITY,STABBR,ZIP,ADM_RATE,UGDS,TUITIONFEE_IN,MN_EARN_WNE_P10
6678,43018403,Strayer University-White Marsh Campus,Baltimore,MD,21236,,,13380.0,
6679,43018404,Strayer University-Owings Mills Campus,Owings Mills,MD,21117,,,13380.0,
6691,44378401,Strayer University-Delaware County Campus,Springfield,PA,19064,,,13380.0,
6692,44378403,Strayer University-Center City Campus,Philadelphia,PA,19102,,,13380.0,
6693,44378404,Strayer University-Lower Bucks County Campus,Trevose,PA,19053,,,13380.0,
6694,44378405,Strayer University-Warrendale Campus,Warrendale,PA,15086,,,13380.0,
6695,44378406,Strayer University-Allentown Campus,Center Valley,PA,18034,,,13380.0,
6734,45794301,Somerset County Technology Center - Bedford Site,Bedford,PA,15522,,,,
6758,47503303,Relay Graduate School of Education - Delaware,Wilmington,DE,19801,,,,
6763,47503308,Relay Graduate School of Education - Philadelphia & Camden,Philadelphia,PA,191224906,,,,
6768,47503313,Relay Graduate School of Education - Washington D.C,Washington,DC,20002,,,,
6779,48305401,Barber School of Pittsburgh - Ambridge,Ambridge,PA,150030000,,,,
